Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""1s2.2p.(2P*<1/2>).7p""","=""1P""","=""1""","=""""","=""82.78411""","=""""","=""""","=""0.1281""","="""""
"=""1s2.2p.(2P*).7p""","=""3D""","=""1""","=""""","=""82.793""","=""""","=""""","=""0.009""","="""""
"=""1s2.2p.(2P*).7p""","=""3D""","=""2""","=""""","=""82.80565""","=""""","=""""","=""0.013""","="""""
"=""1s2.2p.(2P*).7p""","=""3D""","=""3""","=""""","=""82.82533""","=""""","=""""","=""0.0197""","="""""
"=""1s2.2p.(2P*).7p""","=""3P""","=""0""","=""""","=""82.87859""","=""""","=""""","=""0.0533""","="""""
"=""1s2.2p.(2P*).7p""","=""3P""","=""1""","=""""","=""82.87859""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2p.(2P*).7p""","=""3P""","=""2""","=""""","=""82.87859""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2p.(2P*<3/2>).7p""","=""1D""","=""2""","=""""","=""82.91487""","=""""","=""""","=""0.0363""","="""""
"=""1s2.2p.(2P*).7d""","=""3D*""","=""1""","=""""","=""82.98616""","=""""","=""""","=""0.0713""","="""""
"=""1s2.2p.(2P*).7d""","=""3D*""","=""2""","=""""","=""82.98616""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2p.(2P*).7d""","=""3D*""","=""3""","=""""","=""82.98616""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2p.(2P*).7d""","=""3P*""","=""0""","=""""","=""83.01940""","=""""","=""""","=""0.0332""","="""""
"=""1s2.2p.(2P*).7d""","=""3P*""","=""1""","=""""","=""83.01940""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2p.(2P*).7d""","=""3P*""","=""2""","=""""","=""83.01940""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2p.(2P*<3/2>).7d""","=""1P*""","=""1""","=""""","=""83.0801""","=""""","=""""","=""0.0607""","="""""
"=""1s2.2p.(2P*).8s""","=""3P*""","=""0""","=""""","=""83.7837""","=""""","=""""","=""0.704""","="""""
"=""1s2.2p.(2P*).8s""","=""3P*""","=""1""","=""""","=""83.7951""","=""""","=""""","=""0.011""","="""""
"=""1s2.2p.(2P*).8s""","=""3P*""","=""2""","=""""","=""83.82456""","=""""","=""""","=""0.0295""","="""""
"=""1s2.2p.(2P*<1/2>).8p""","=""1P""","=""1""","=""""","=""83.90090""","=""""","=""""","=""0.0763""","="""""
