Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Lande,Reference
"=""5d5.6s.(7S).6p""","=""z 8P*""","=""7/2""","=""""","=""2.53520""","=""""","=""""","=""0.1857""","=""1.926""","="""""
"=""5d5.6s.(7S).6p""","=""z 8P*""","=""9/2""","=""""","=""2.929972""","=""""","=""""","=""0.39477""","=""1.768""","="""""
"=""5d5.6s2""","=""a 2F""","=""7/2""","=""""","=""2.699806""","=""""","=""""","=""-0.23017""","=""1.135""","="""""
"=""5d5.6s2""","=""a 2F""","=""5/2""","=""""","=""3.028364""","=""""","=""""","=""0.32856""","=""1.067""","="""""
"=""5d5.6s2""","=""a 2G""","=""9/2""","=""""","=""2.747495""","=""""","=""""","=""-0.28087""","=""1.198""","="""""
"=""5d5.6s2""","=""a 2G""","=""7/2""","=""""","=""3.065413""","=""""","=""""","=""0.31792""","=""1.03""","="""""
"=""5d5.6s2""","=""a 2D""","=""3/2""","=""""","=""2.780077""","=""""","=""""","=""-0.28534""","=""0.781""","="""""
"=""5d5.6s2""","=""a 2D""","=""5/2""","=""""","=""2.870831""","=""""","=""""","=""0.09075""","=""1.189""","="""""
"=""5d5.6s2""","=""a 2I""","=""11/2""","=""""","=""2.970165""","=""""","=""""","=""0.09933""","=""0.995""","="""""
"=""5d5.6s2""","=""a 2I""","=""13/2""","=""""","=""3.266855""","=""""","=""""","=""0.29669""","=""1.100""","="""""
"=""5d5.6s2""","=""a 4F""","=""3/2""","=""""","=""3.239902""","=""""","=""""","=""-0.02695""","=""0.650""","="""""
